Disease;Symptoms;Source
Acarosporomycetidae;['the acarosporomycetidae are a subclass of fungi in the class lecanoromycetes. this subclass contains the single order acarosporales', 'which circumscribes the single family acarosporaceae.'];http://dbpedia.org/resource/Acarosporomycetidae
Acatalasia;"['acatalasia (also called acatalasemia', ""or takahara's disease) is an autosomal recessive peroxisomal disorder caused by a complete lack of catalase.""]";http://dbpedia.org/resource/Acatalasia
Accelerated Idioventricular Rhythm;"['accelerated idioventricular rhythm is ventricular rhythm with a rate of between 40 and 120 beats per minute. idioventricular means ""relating to or affecting the cardiac ventricle alone and refers to any ectopic ventricular arrythmia. accelerated idioventricular arrhythmias are distinguished from ventricular rhythms with rates less than 40 (ventricular escape) and those faster than 120 (ventricular tachycardia). though some other references limit to between 60 and 100 beats per minute. it is also referred to as aivr and ""slow ventricular tachycardia.""']";http://dbpedia.org/resource/Accelerated_idioventricular_rhythm
Accelerated Phase Chronic Myelogenous Leukemia;['accelerated phase chronic myelogenous leukemia is a phase of chronic myelogenous leukemia in which the disease is progressing. in this phase', '10 to 19 % of the cells in the blood and bone marrow are blast cells (immature blood cells). in the accelerated phase', 'these leukemia cells grow quickly.'];http://dbpedia.org/resource/Accelerated_phase_chronic_myelogenous_leukemia
Accessory Auricle;['an accessory auricle is considered a developmental anomaly resulting from the persistence of a structure which variably recapitulates the normal external ear.'];http://dbpedia.org/resource/Accessory_auricle
Accessory Breast;"['accessory breasts', 'also known as polymastia', 'supernumerary breasts', 'or mammae erraticae', 'is the condition of having an additional breast. extra breasts may appear with or without nipples or areolae. it is a condition and a form of atavism which is most prevalent in male humans', 'and often goes untreated as it is mostly harmless. in recent years', 'many affected women have had a plastic surgery operation to remove the additional breasts', 'for purely aesthetic reasons. a related condition', 'in which extra nipples form', 'is called ""supernumerary nipple"" or ""polythelia"".']";http://dbpedia.org/resource/Accessory_breast
Accessory Nerve Disorder;['injury to the spinal accessory nerve can cause an accessory nerve disorder or spinal accessory nerve palsy', 'which results in diminished or absent function of the sternocleidomastoid muscle and upper portion of the trapezius muscle.'];http://dbpedia.org/resource/Accessory_nerve_disorder
Accessory Pancreas;['accessory pancreas is a small cluster of pancreas cells detached from the pancreas and sometimes found in the wall of the stomach or intestines.'];http://dbpedia.org/resource/Accessory_pancreas
Accessory Spleen;['an accessory spleen (supernumerary spleen', 'splenule', 'or splenunculus) is a small nodule of splenic tissue found apart from the main body of the spleen. accessory spleens are found in approximately 10 percent of the population and are typically around 1 centimeter in diameter. they may resemble a lymph node or a small spleen. they form either by the result of developmental anomalies or trauma. they are medically significant in that they may result in interpretation errors in diagnostic imaging or continued symptoms after therapeutic splenectomy.'];http://dbpedia.org/resource/Accessory_spleen
Accommodation (Eye);['accommodation (acc) is the process by which the vertebrate eye changes optical power to maintain a clear image or focus on an object as its distance varies. distances vary for individuals from the far pointthe maximum distance from the eye for which a clear image of an object can be seen', 'to the near pointthe minimum distance from the eye for which a clear image of an object can be seen.'];http://dbpedia.org/resource/Accommodation_(eye)
Acdc (Medicine);['arterial calcification due to deficiency of cd73 (acdc) is a rare genetic disorder that causes calcium buildup in the arteries and joints of the hands and feet', 'and other areas below the waist. although patients exhibiting these symptoms have been identified as early as 1914', 'this disorder had not been studied extensively until recently. the identification of the specific acdc gene and mutations occurred in 2011. acdc is caused by a mutation in the nt5e gene', 'which prevents calcium-removing agents from functioning,. patients afflicted with this mutation suffer from chronic pain', 'difficulty moving', 'and increased risk of cardiovascular problems. in experiments at the molecular level', 'treatment with adenosine or a phosphatase inhibitor reversed and prevented calcification', 'suggesting they cou'];http://dbpedia.org/resource/ACDC_(medicine)
Aceria Pseudoplatani;['aceria pseudoplatani causes the sycamore felt gall that is found on the leaves of sycamores (acer pseudoplatanus) or norway maple (acer platanoides)', 'and is caused by an acarine gall-mite.'];http://dbpedia.org/resource/Aceria_pseudoplatani
Aceria Sheldoni;['aceria sheldoni', 'commonly called the citrus bud mite', 'is a species of mite belonging to the family eriophyidae. it feeds in leaf- and flower-buds of citrus spp.', 'causing deformation to leaves', 'flowers and fruit', 'and is a worldwide pest of citrus fruit production. this minute yellowish or pinkish mite (reaching only 0.16 mm in length) is active throughout the year with a full generation lasting just 10 days in the summer', 'maybe twice that in the winter. each female lays up to 50 eggs which hatch after 25 days. the animal goes through 4 pre-imaginal instars before reaching maturity.'];http://dbpedia.org/resource/Aceria_sheldoni
Aceruloplasminemia;['aceruloplasminemia is a rare autosomal recessive disorder in which iron gradually accumulates in the retina', 'basal ganglia', 'and other organs. iron accumulation in the brain results in neurological problems that generally appear in adulthood and worsen over time. aceruloplasminemia has been seen worldwide', 'but its overall prevalence is unknown. studies in japan have estimated that approximately 1 in 2 million adults in this population are affected. aceruloplasminemia belongs to the group of genetic disorders called neurodegeneration with brain iron accumulation (nbia).'];http://dbpedia.org/resource/Aceruloplasminemia
Achalasia;"['achalasia (/ekle/; a- + -chalasia ""no relaxation"") is a failure of smooth muscle fibers to relax', 'which can cause a sphincter to remain closed and fail to open when needed. without a modifier', '""achalasia"" usually refers to achalasia of the esophagus', 'which is also called esophageal achalasia', 'achalasia cardiae', 'cardiospasm', 'and esophageal aperistalsis. achalasia can happen at various points along the gastrointestinal tract; achalasia of the rectum', 'for instance', ""in hirschsprung's disease.""]";http://dbpedia.org/resource/Achalasia
Achard Syndrome;['achard syndrome is a syndrome consisting of arachnodactyly', 'receding lower jaw', 'and joint laxity limited to the hands and feet. hypermobility and subluxations of the joints', 'increased lateral excursion of the patellas and other findings reflect the increased ligament laxity. it is not clear if it is a distinct entity.'];http://dbpedia.org/resource/Achard_syndrome
Achard–Thiers Syndrome;['achardthiers syndrome combines the features of adrenogenital syndrome and cushing syndrome. it is also known as diabetic-bearded woman syndrome (diabte des femmes  barbe). the disease is named for emile achard and joseph thiers.'];http://dbpedia.org/resource/Achard–Thiers_syndrome
Acheiropodia;['acheiropodia (achp)', 'also known as horn-kolb syndrome', 'acheiropody and aleijadinhos (brazilian type)', 'is an autosomal recessive disorder that results in hemimelia', 'a lack of formation of the distal extremities. this is a congenital defect which consists of bilateral amputations of the distal upper and lower extremities', 'as well as aplasia of the hands and feet. it was first discovered and is prevalent almost exclusively in brazil.'];http://dbpedia.org/resource/Acheiropodia
Achilles Tendinitis;['achilles tendinitis (also achilles tenosynovitis or achilles tendinopathy) is tendinitis of the achilles tendon', 'generally caused by overuse of the affected limb and is more common among athletes training under less than ideal conditions. it should not be confused with xanthoma of the tendon', 'which is the accumulation of cholesterol in patients with familial hypercholesterolemia.'];http://dbpedia.org/resource/Achilles_tendinitis
Achilles Tendon Rupture;['achilles tendon rupture is when the achilles tendon breaks. the achilles is the most commonly injured tendon. rupture can occur while performing actions requiring explosive acceleration', 'such as pushing off or jumping. the male to female ratio for achilles tendon rupture varies between 7:1 and 4:1 across various studies.'];http://dbpedia.org/resource/Achilles_tendon_rupture
