Disease;Symptoms;Source
Arthritis;['family history. some types of arthritis run in families, so you may be more likely to develop arthritis if your parents or siblings have the disorder. your genes can make you more susceptible to environmental factors that may trigger arthritis.,age. the risk of many types of arthritis including osteoarthritis, rheumatoid arthritis and gout increases with age.,your sex. women are more likely than are men to develop rheumatoid arthritis, while most of the people who have gout, another type of arthritis, are men.,previous joint injury. people who have injured a joint, perhaps while playing a sport, are more likely to eventually develop arthritis in that joint.,obesity. carrying excess pounds puts stress on joints, particularly your knees, hips and spine. obese people have a higher risk of developing arthritis.,'];"https://www.mayoclinic.org/diseases-conditions/arthritis/symptoms-causes/syc-20350772"""
Asbestosis;['shortness of breath,a persistent, dry cough,loss of appetite with weight loss,fingertips and toes that appear wider and rounder than normal (clubbing),chest tightness or pain,'];"https://www.mayoclinic.org/diseases-conditions/asbestosis/symptoms-causes/syc-20354637"""
Ascariasis;['persistent cough,shortness of breath,wheezing,'];"https://www.mayoclinic.org/diseases-conditions/ascariasis/basics/definition/con-20027084"""
Aspergillosis;['the signs and symptoms of aspergillosis vary with the type of illness you develop:'];"https://www.mayoclinic.org/diseases-conditions/aspergillosis/basics/definition/con-20030330"""
Asthma;['shortness of breath,chest tightness or pain,trouble sleeping caused by shortness of breath, coughing or wheezing,a whistling or wheezing sound when exhaling (wheezing is a common sign of asthma in children),coughing or wheezing attacks that are worsened by a respiratory virus, such as a cold or the flu,', 'asthma signs and symptoms that are more frequent and bothersome,increasing difficulty breathing (measurable with a peak flow meter, a device used to check how well your lungs are working),the need to use a quick-relief inhaler more often,', 'exercise-induced asthma, which may be worse when the air is cold and dry,occupational asthma, triggered by workplace irritants such as chemical fumes, gases or dust,allergy-induced asthma, triggered by airborne substances, such as pollen, mold spores, cockroach waste or particles of skin and dried saliva shed by pets (pet dander),'];"https://www.mayoclinic.org/diseases-conditions/asthma/basics/definition/con-20026992"""
Asthma attack;['severe shortness of breath, chest tightness or pain, and coughing or wheezing,low peak expiratory flow (pef) readings, if you use a peak flow meter,symptoms that fail to respond to use of a quick-acting (rescue) inhaler,'];"https://www.mayoclinic.org/diseases-conditions/asthma-attack/symptoms-causes/syc-20354268"""
Astigmatism;['blurred or distorted vision,eyestrain or discomfort,headaches,difficulty with night vision,squinting,'];"https://www.mayoclinic.org/diseases-conditions/astigmatism/symptoms-causes/syc-20353835"""
Astrocytoma;['headeache, nausea or vomiting, confusion or a decline in brain function, memory loss, personality changes or irritability, difficulty with balance, urinary incontinence, vision problems, such as blurred vision, double vision or loss of peripheral vision, speech difficulties, seizures , especially in someone without a history of seizures'];"https://www.mayoclinic.org/diseases-conditions/astrocytoma/cdc-20350132"""
Ataxia;['poor coordination,unsteady walk and a tendency to stumble,difficulty with fine motor tasks, such as eating, writing or buttoning a shirt,change in speech,involuntary back-and-forth eye movements (nystagmus),difficulty swallowing,'];"https://www.mayoclinic.org/diseases-conditions/ataxia/symptoms-causes/syc-20355652"""
Atelectasis;['difficulty breathing (dyspnea),rapid, shallow breathing,coughing,'];"https://www.mayoclinic.org/diseases-conditions/atelectasis/basics/definition/con-20034847"""
Athlete’s foot;['are a man,frequently wear damp socks or tightfitting shoes,share mats, rugs, bed linens, clothes or shoes with someone who has a fungal infection,walk barefoot in public areas where the infection can spread, such as locker rooms, saunas, swimming pools, communal baths and showers,'];"https://www.mayoclinic.org/diseases-conditions/athletes-foot/symptoms-causes/syc-20353841"""
Atopic dermatitis (eczema);['dry skin,itching, which may be severe, especially at night,red to brownish-gray patches, especially on the hands, feet, ankles, wrists, neck, upper chest, eyelids, inside the bend of the elbows and knees, and in infants, the face and scalp,small, raised bumps, which may leak fluid and crust over when scratched,thickened, cracked, scaly skin,raw, sensitive, swollen skin from scratching,'];"https://www.mayoclinic.org/diseases-conditions/atopic-dermatitis-eczema/symptoms-causes/syc-20353273"""
Atrial fibrillation;"['palpitations, which are sensations of a racing, uncomfortable, irregular heartbeat or a flip-flopping in your chest,weakness,reduced ability to exercise,fatigue,lightheadedness,dizziness,confusion,shortness of breath,chest pain,', ""occasional. in this case it's called paroxysmal (par-ok-siz-mul) atrial fibrillation. you may have symptoms that come and go, lasting for a few minutes to hours and then stopping on their own.,persistent. with this type of atrial fibrillation, your heart rhythm doesn't go back to normal on its own. if you have persistent atrial fibrillation, you'll need treatment such as an electrical shock or medications in order to restore your heart rhythm.,long-standing persistent. this type of atrial fibrillation is continuous and lasts longer than 12 months.,permanent. in this type of atrial fibrillation, the abnormal heart rhythm can't be restored. you'll have atrial fibrillation permanently, and you'll often require medications to control your heart rate.,""]";"https://www.mayoclinic.org/diseases-conditions/atrial-fibrillation/symptoms-causes/syc-20350624"""
Atrial flutter;"[""atrial flutter is a type of heart rhythm disorder in which the heart's upper chambers (atria) beat too quickly.""]";"https://www.mayoclinic.org/diseases-conditions/atrial-flutter/symptoms-causes/syc-20352586"""
Atrial septal defect;['shortness of breath, especially when exercising,fatigue,swelling of legs, feet or abdomen,heart palpitations or skipped beats,frequent lung infections,stroke,heart murmur, a whooshing sound that can be heard through a stethoscope,'];"https://www.mayoclinic.org/diseases-conditions/atrial-septal-defect/basics/definition/con-20027034"""
Atrial tachycardia;"[""blood tests to check thyroid function, heart disease or other conditions that may trigger atrial tachycardia,electrocardiogram (ecg) to measure the electrical activity of your heart and measure the timing and duration of each heartbeat,holter monitor, which is a portable ecg device designed to record your heart's activity as you go about your routine,echocardiogram, which uses sound waves to produce images of your heart's size, structure and motion,"", 'stress test, which is typically done on a treadmill or stationary bicycle while your heart activity is monitored,electrophysiological testing and mapping, which allows your doctor to see the precise location of the arrhythmia,']";"https://www.mayoclinic.org/diseases-conditions/atrial-tachycardia/cdc-20355258"""
Atrioventricular canal defect;['difficulty breathing or rapid breathing,wheezing,fatigue,lack of appetite,poor weight gain,pale skin color,bluish discoloration of the lips and skin,excessive sweating,irregular or rapid heartbeat,swelling in the legs, ankles and feet (edema),'];"https://www.mayoclinic.org/diseases-conditions/atrioventricular-canal-defect/symptoms-causes/syc-20361492"""
Atrioventricular nodal reentry tachycardia (AVNRT);"[""blood tests to check thyroid function, heart disease or other conditions that may trigger atrioventricular nodal reentry tachycardia,electrocardiogram (ecg) to measure the electrical activity of your heart and measure the timing and duration of each heartbeat,holter monitor, which is a portable ecg device designed to record your heart's activity as you go about your routine,echocardiogram, which uses sound waves to produce images of your heart's size, structure and motion,"", 'stress test, which is typically done on a treadmill or stationary bicycle while your heart activity is monitored,electrophysiological testing and mapping, which allows your doctor to see the precise location of the irregular heartbeat (arrhythmia),']";"https://www.mayoclinic.org/diseases-conditions/avnrt/cdc-20355254"""
Attention-deficit/hyperactivity disorder (ADHD) in children;['predominantly inattentive. the majority of symptoms fall under inattention.,predominantly hyperactive-impulsive. the majority of symptoms are hyperactive and impulsive.,combined. the most common type in the u.s., this is a mix of inattentive symptoms and hyperactive-impulsive symptoms.,'];"https://www.mayoclinic.org/diseases-conditions/adhd/symptoms-causes/syc-20350889"""
